date,team,gf,ga,shots,sot,venue,win,draw,loss,points,gd,cs,gd_last_5,gd_last_10,sot_last_5,sot_last_10,cs_last_5,cs_last_10,gf_last_5_home,gf_last_5_away,ga_last_5_home,ga_last_5_away,win_last_5_home,win_last_5_away,points_last_5_home,points_last_5_away,cum_gf,cum_ga,cum_points
2010-08-15,Arsenal,1,1,14,7,away,0,1,0,1,0,0,,,,,,,,,,,,,,,,,
2010-08-21,Arsenal,6,0,26,16,home,1,0,0,3,6,1,0.0,0.0,7.0,7.0,0.0,0.0,,,,,,,,,1.0,1.0,1.0
2010-08-28,Arsenal,2,1,14,9,away,1,0,0,3,1,0,3.0,3.0,11.5,11.5,0.5,0.5,,1.0,,1.0,,0.0,,1.0,3.5,0.5,2.0
2010-09-11,Arsenal,4,1,23,14,home,1,0,0,3,3,0,2.3333333333333335,2.3333333333333335,10.666666666666666,10.666666666666666,0.3333333333333333,0.3333333333333333,6.0,,0.0,,1.0,,3.0,,3.0,0.6666666666666666,2.3333333333333335
2010-09-18,Arsenal,1,1,16,7,away,0,1,0,1,0,0,2.5,2.5,11.5,11.5,0.25,0.25,,1.5,,1.0,,0.5,,2.0,3.25,0.75,2.5
2010-09-25,Arsenal,2,3,24,12,home,0,0,1,0,-1,0,2.0,2.0,10.6,10.6,0.2,0.2,5.0,,0.5,,1.0,,3.0,,2.8,0.8,2.2
2010-10-03,Arsenal,0,2,13,5,away,0,0,1,0,-2,0,1.8,1.5,11.6,10.833333333333334,0.2,0.16666666666666666,,1.3333333333333333,,1.0,,0.3333333333333333,,1.6666666666666667,2.6666666666666665,1.1666666666666667,1.8333333333333333
2010-10-16,Arsenal,2,1,18,13,home,1,0,0,3,1,0,0.2,1.0,9.4,10.0,0.0,0.14285714285714285,4.0,,1.3333333333333333,,0.6666666666666666,,2.0,,2.2857142857142856,1.2857142857142858,1.5714285714285714
2010-10-24,Arsenal,3,0,12,8,away,1,0,0,3,3,1,0.2,1.0,10.2,10.375,0.0,0.125,,1.0,,1.25,,0.25,,1.25,2.25,1.25,1.75
2010-10-30,Arsenal,1,0,20,13,home,1,0,0,3,1,1,0.2,1.2222222222222223,9.0,10.11111111111111,0.2,0.2222222222222222,3.5,,1.25,,0.75,,2.25,,2.3333333333333335,1.1111111111111112,1.8888888888888888
2010-11-07,Arsenal,0,1,11,8,home,0,0,1,0,-1,0,0.4,1.2,10.2,10.4,0.4,0.3,3.0,,1.0,,0.8,,2.4,,2.2,1.0,2.0
2010-11-10,Arsenal,2,0,12,8,away,1,0,0,3,2,1,0.4,1.1,9.4,10.5,0.4,0.3,,1.4,,1.0,,0.4,,1.6,2.0,1.0,1.8181818181818181
2010-11-14,Arsenal,2,1,13,8,away,1,0,0,3,1,0,1.2,0.7,10.0,9.7,0.6,0.3,,1.6,,0.8,,0.6,,2.0,2.0,0.9166666666666666,1.9166666666666667
2010-11-20,Arsenal,2,3,12,7,home,0,0,1,0,-1,0,1.2,0.7,9.0,9.6,0.6,0.3,1.8,,1.2,,0.6,,1.8,,2.0,0.9230769230769231,2.0
2010-11-27,Arsenal,4,2,17,10,away,1,0,0,3,2,0,0.4,0.3,8.8,8.9,0.4,0.3,,1.6,,0.8,,0.6,,2.0,2.0,1.0714285714285714,1.8571428571428572
2010-12-04,Arsenal,2,1,15,9,home,1,0,0,3,1,0,0.6,0.5,8.2,9.2,0.2,0.3,1.4,,1.6,,0.4,,1.2,,2.1333333333333333,1.1333333333333333,1.9333333333333333
2010-12-13,Arsenal,0,1,11,6,away,0,0,1,0,-1,0,1.0,0.7,8.4,8.9,0.2,0.3,,2.2,,1.0,,0.8,,2.4,2.125,1.125,2.0
2010-12-27,Arsenal,3,1,10,8,home,1,0,0,3,2,0,0.4,0.8,8.0,9.0,0.0,0.3,1.4,,1.2,,0.6,,1.8,,2.0,1.1176470588235294,1.8823529411764706
2010-12-29,Arsenal,2,2,15,9,away,0,1,0,1,0,0,0.6,0.9,8.0,8.5,0.0,0.3,,2.2,,0.8,,0.8,,2.4,2.0555555555555554,1.1111111111111112,1.9444444444444444
2011-01-01,Arsenal,3,0,18,11,away,1,0,0,3,3,1,0.8,0.6,8.4,8.6,0.0,0.2,,2.0,,1.2,,0.6,,2.0,2.0526315789473686,1.1578947368421053,1.894736842105263
2011-01-05,Arsenal,0,0,13,8,home,0,1,0,1,0,1,1.0,0.8,8.6,8.4,0.2,0.2,1.6,,1.2,,0.6,,1.8,,2.1,1.1,1.95
2011-01-15,Arsenal,3,0,19,13,away,1,0,0,3,3,1,0.8,0.9,8.4,8.4,0.4,0.3,,2.2,,1.2,,0.6,,2.0,2.0,1.0476190476190477,1.9047619047619047
2011-01-22,Arsenal,3,0,23,15,home,1,0,0,3,3,1,1.6,1.0,9.8,8.9,0.6,0.3,1.4,,1.2,,0.4,,1.4,,2.0454545454545454,1.0,1.9545454545454546
2011-02-01,Arsenal,2,1,19,10,home,1,0,0,3,1,0,1.8,1.2,11.2,9.6,0.8,0.4,2.0,,1.0,,0.6,,2.0,,2.0869565217391304,0.9565217391304348,2.0
2011-02-05,Arsenal,4,4,13,10,away,0,1,0,1,0,0,2.0,1.4,11.4,9.9,0.8,0.4,,2.4,,1.0,,0.6,,2.0,2.0833333333333335,0.9583333333333334,2.0416666666666665
2011-02-12,Arsenal,2,0,17,8,home,1,0,0,3,2,1,1.4,1.2,11.2,9.9,0.6,0.4,2.0,,0.6,,0.8,,2.6,,2.16,1.08,2.0
2011-02-23,Arsenal,1,0,9,4,home,1,0,0,3,1,1,1.8,1.3,11.2,9.8,0.6,0.5,2.0,,0.4,,0.8,,2.6,,2.1538461538461537,1.0384615384615385,2.0384615384615383
2011-03-05,Arsenal,0,0,14,7,home,0,1,0,1,0,1,1.4,1.5,9.4,9.6,0.6,0.6,1.6,,0.2,,0.8,,2.6,,2.111111111111111,1.0,2.074074074074074
2011-03-19,Arsenal,2,2,18,11,away,0,1,0,1,0,0,0.8,1.3,7.8,9.5,0.6,0.7,,2.4,,1.4,,0.4,,1.6,2.0357142857142856,0.9642857142857143,2.0357142857142856
2011-04-02,Arsenal,0,0,19,11,home,0,1,0,1,0,1,0.6,1.3,8.0,9.7,0.6,0.7,1.6,,0.2,,0.8,,2.6,,2.0344827586206895,1.0,2.0
2011-04-10,Arsenal,3,1,16,7,away,1,0,0,3,2,0,0.6,1.0,8.2,9.7,0.8,0.7,,2.8,,1.6,,0.4,,1.8,1.9666666666666666,0.9666666666666667,1.9666666666666666
2011-04-17,Arsenal,1,1,12,6,home,0,1,0,1,0,0,0.6,1.2,8.0,9.6,0.6,0.6,1.0,,0.2,,0.6,,2.2,,2.0,0.967741935483871,2.0
2011-04-20,Arsenal,3,3,13,9,away,0,1,0,1,0,0,0.4,0.9,8.4,8.9,0.4,0.5,,3.0,,1.4,,0.6,,2.2,1.96875,0.96875,1.96875
2011-04-24,Arsenal,1,2,17,7,away,0,0,1,0,-1,0,0.4,0.6,8.8,8.3,0.2,0.4,,3.0,,2.0,,0.4,,1.8,2.0,1.0303030303030303,1.9393939393939394
2011-05-01,Arsenal,1,0,9,2,home,1,0,0,3,1,1,0.2,0.4,8.0,8.0,0.2,0.4,0.8,,0.2,,0.4,,1.8,,1.9705882352941178,1.0588235294117647,1.8823529411764706
2011-05-08,Arsenal,1,3,14,5,away,0,0,1,0,-2,0,0.4,0.5,6.2,7.2,0.2,0.5,,2.6,,2.4,,0.2,,1.2,1.9428571428571428,1.0285714285714285,1.9142857142857144
2011-05-15,Arsenal,1,2,24,15,home,0,0,1,0,-1,0,-0.4,0.1,5.8,6.9,0.2,0.4,0.6,,0.2,,0.4,,1.8,,1.9166666666666667,1.0833333333333333,1.8611111111111112
2011-05-22,Arsenal,2,2,12,6,away,0,1,0,1,0,0,-0.6,-0.1,7.6,8.0,0.2,0.3,,2.0,,2.2,,0.2,,1.0,1.8918918918918919,1.1081081081081081,1.8108108108108107
2011-08-13,Arsenal,0,0,9,4,away,0,1,0,1,0,1,-0.6,-0.1,7.0,7.9,0.2,0.2,,2.0,,2.2,,0.2,,1.0,1.894736842105263,1.131578947368421,1.7894736842105263
2011-08-20,Arsenal,0,2,10,6,home,0,0,1,0,-2,0,-0.4,-0.1,6.4,7.2,0.4,0.3,0.6,,0.6,,0.2,,1.2,,1.8461538461538463,1.1025641025641026,1.7692307692307692
2011-08-28,Arsenal,2,8,19,13,away,0,0,1,0,-6,0,-1.0,-0.3,7.2,6.7,0.2,0.2,,1.4,,2.0,,0.0,,0.6,1.8,1.125,1.725
2011-09-10,Arsenal,1,0,18,8,home,1,0,0,3,1,1,-1.8,-1.1,8.8,7.3,0.2,0.2,0.6,,1.0,,0.2,,1.0,,1.8048780487804879,1.2926829268292683,1.6829268292682926
2011-09-17,Arsenal,3,4,24,16,away,0,0,1,0,-1,0,-1.4,-1.0,7.4,7.5,0.4,0.3,,1.2,,3.0,,0.0,,0.4,1.7857142857142858,1.2619047619047619,1.7142857142857142
2011-09-24,Arsenal,3,0,23,14,home,1,0,0,3,3,1,-1.6,-1.1,9.4,8.2,0.4,0.3,0.8,,1.0,,0.4,,1.4,,1.813953488372093,1.3255813953488371,1.6744186046511629
2011-10-02,Arsenal,1,2,13,7,away,0,0,1,0,-1,0,-1.0,-0.7,11.4,8.9,0.4,0.4,,1.6,,3.4,,0.0,,0.4,1.8409090909090908,1.2954545454545454,1.7045454545454546
2011-10-16,Arsenal,2,1,20,11,home,1,0,0,3,1,0,-0.8,-0.9,11.6,9.4,0.4,0.3,1.2,,0.8,,0.6,,1.8,,1.8222222222222222,1.3111111111111111,1.6666666666666667
2011-10-23,Arsenal,3,1,9,5,home,1,0,0,3,2,0,0.6,-0.6,11.2,10.0,0.4,0.3,1.4,,1.0,,0.6,,1.8,,1.826086956521739,1.3043478260869565,1.6956521739130435
2011-10-29,Arsenal,5,3,13,8,away,1,0,0,3,2,0,0.8,-0.3,10.6,9.0,0.2,0.3,,1.6,,3.2,,0.0,,0.4,1.851063829787234,1.297872340425532,1.7234042553191489
2011-11-05,Arsenal,3,0,12,7,home,1,0,0,3,3,1,1.4,-0.1,9.0,9.2,0.2,0.3,1.8,,0.8,,0.8,,2.4,,1.9166666666666667,1.3333333333333333,1.75
2011-11-19,Arsenal,2,1,20,14,away,1,0,0,3,1,0,1.4,0.2,7.6,9.5,0.2,0.3,,2.2,,3.4,,0.2,,0.8,1.9387755102040816,1.3061224489795917,1.7755102040816326
2011-11-26,Arsenal,1,1,20,12,home,0,1,0,1,0,0,1.8,0.5,9.0,10.3,0.2,0.3,2.4,,0.4,,1.0,,3.0,,1.94,1.3,1.8
2011-12-03,Arsenal,4,0,16,10,away,1,0,0,3,4,1,1.6,1.1,9.2,10.2,0.2,0.3,,2.6,,3.6,,0.4,,1.2,1.9215686274509804,1.2941176470588236,1.7843137254901962
2011-12-10,Arsenal,1,0,12,7,home,1,0,0,3,1,1,2.0,1.4,10.2,10.4,0.4,0.3,2.4,,0.6,,0.8,,2.6,,1.9615384615384615,1.2692307692307692,1.8076923076923077
2011-12-18,Arsenal,0,1,12,8,away,0,0,1,0,-1,0,1.8,1.6,10.0,9.5,0.6,0.4,,3.0,,2.0,,0.6,,1.8,1.9433962264150944,1.2452830188679245,1.830188679245283
2011-12-21,Arsenal,2,1,8,6,away,1,0,0,3,1,0,1.0,1.2,10.2,8.9,0.4,0.3,,2.4,,1.4,,0.6,,1.8,1.9074074074074074,1.2407407407407407,1.7962962962962963
2011-12-27,Arsenal,1,1,23,17,home,0,1,0,1,0,0,1.0,1.4,8.6,8.8,0.4,0.3,2.0,,0.6,,0.8,,2.6,,1.9090909090909092,1.2363636363636363,1.8181818181818181
2011-12-31,Arsenal,1,0,16,7,home,1,0,0,3,1,1,1.0,1.3,9.6,9.4,0.4,0.3,1.8,,0.6,,0.6,,2.2,,1.8928571428571428,1.2321428571428572,1.8035714285714286
2012-01-02,Arsenal,1,2,17,10,away,0,0,1,0,-1,0,0.4,1.2,9.0,9.6,0.4,0.4,,2.6,,1.2,,0.8,,2.4,1.8771929824561404,1.2105263157894737,1.8245614035087718
2012-01-15,Arsenal,2,3,14,9,away,0,0,1,0,-1,0,0.0,0.9,9.6,9.8,0.2,0.4,,1.8,,1.0,,0.6,,1.8,1.8620689655172413,1.2241379310344827,1.793103448275862
2012-01-22,Arsenal,1,2,12,6,home,0,0,1,0,-1,0,0.0,0.5,9.8,10.0,0.2,0.3,1.4,,0.4,,0.6,,2.2,,1.8644067796610169,1.2542372881355932,1.7627118644067796
2012-02-01,Arsenal,0,0,16,7,away,0,1,0,1,0,1,-0.4,0.3,9.8,9.2,0.2,0.3,,1.8,,1.4,,0.4,,1.2,1.85,1.2666666666666666,1.7333333333333334
2012-02-04,Arsenal,7,1,20,11,home,1,0,0,3,6,0,-0.4,0.3,7.8,8.7,0.4,0.4,1.0,,0.8,,0.4,,1.6,,1.819672131147541,1.2459016393442623,1.721311475409836
2012-02-11,Arsenal,2,1,10,8,away,1,0,0,3,1,0,0.6,0.5,8.6,8.8,0.2,0.3,,1.0,,1.4,,0.2,,0.8,1.903225806451613,1.2419354838709677,1.7419354838709677
2012-02-26,Arsenal,5,2,21,13,home,1,0,0,3,3,0,1.0,0.5,8.2,8.9,0.2,0.2,2.2,,0.8,,0.6,,2.0,,1.9047619047619047,1.2380952380952381,1.7619047619047619
2012-03-03,Arsenal,2,1,10,7,away,1,0,0,3,1,0,1.8,0.9,9.0,9.4,0.2,0.2,,1.4,,1.4,,0.4,,1.4,1.953125,1.25,1.78125
2012-03-12,Arsenal,2,1,21,13,home,1,0,0,3,1,0,2.2,0.9,9.2,9.5,0.2,0.2,3.0,,1.2,,0.6,,2.0,,1.9538461538461538,1.2461538461538462,1.8
2012-03-21,Arsenal,1,0,12,8,away,1,0,0,3,1,1,2.4,1.0,10.4,9.1,0.0,0.2,,1.4,,1.4,,0.4,,1.4,1.9545454545454546,1.2424242424242424,1.8181818181818181
2012-03-24,Arsenal,3,0,20,12,home,1,0,0,3,3,1,1.4,1.0,9.8,9.2,0.2,0.2,3.2,,1.2,,0.8,,2.4,,1.9402985074626866,1.2238805970149254,1.835820895522388
2012-03-31,Arsenal,1,2,13,7,away,0,0,1,0,-1,0,1.8,1.4,10.6,9.4,0.4,0.3,,1.4,,1.0,,0.6,,2.0,1.9558823529411764,1.2058823529411764,1.8529411764705883
2012-04-08,Arsenal,1,0,12,7,home,1,0,0,3,1,1,1.0,1.4,9.4,9.2,0.4,0.3,3.6,,1.2,,0.8,,2.4,,1.9420289855072463,1.2173913043478262,1.826086956521739
2012-04-11,Arsenal,3,0,10,7,away,1,0,0,3,3,1,1.0,1.6,9.4,9.3,0.6,0.4,,1.2,,0.8,,0.6,,2.0,1.9285714285714286,1.2,1.8428571428571427
2012-04-16,Arsenal,1,2,18,8,home,0,0,1,0,-1,0,1.4,1.9,8.2,9.3,0.8,0.4,3.6,,0.8,,1.0,,3.0,,1.943661971830986,1.1830985915492958,1.8591549295774648
2012-04-21,Arsenal,0,0,13,8,home,0,1,0,1,0,1,1.0,1.2,8.2,9.0,0.6,0.4,2.4,,1.0,,0.8,,2.4,,1.9305555555555556,1.1944444444444444,1.8333333333333333
2012-04-28,Arsenal,1,1,17,10,away,0,1,0,1,0,0,0.4,1.1,7.4,9.0,0.6,0.5,,1.8,,0.8,,0.8,,2.4,1.904109589041096,1.178082191780822,1.821917808219178
2012-05-05,Arsenal,3,3,20,13,home,0,1,0,1,0,0,0.6,0.8,8.0,8.7,0.6,0.5,1.4,,0.6,,0.6,,2.0,,1.8918918918918919,1.1756756756756757,1.8108108108108107
2012-05-13,Arsenal,3,2,12,8,away,1,0,0,3,1,0,0.4,0.7,9.2,9.3,0.4,0.5,,1.6,,0.8,,0.6,,2.0,1.9066666666666667,1.2,1.8
2012-08-18,Arsenal,0,0,14,4,home,0,1,0,1,0,1,0.0,0.7,9.4,8.8,0.2,0.5,1.6,,1.0,,0.4,,1.6,,1.9210526315789473,1.2105263157894737,1.8157894736842106
2012-08-26,Arsenal,0,0,16,6,away,0,1,0,1,0,1,0.2,0.6,8.6,8.4,0.4,0.5,,1.8,,1.0,,0.6,,2.0,1.896103896103896,1.1948051948051948,1.8051948051948052
2012-09-02,Arsenal,2,0,11,7,away,1,0,0,3,2,1,0.2,0.3,8.2,7.8,0.4,0.5,,1.6,,1.0,,0.4,,1.6,1.8717948717948718,1.1794871794871795,1.794871794871795
2012-09-15,Arsenal,6,1,20,12,home,1,0,0,3,5,0,0.6,0.6,7.6,7.8,0.6,0.6,1.0,,1.0,,0.2,,1.2,,1.8734177215189873,1.1645569620253164,1.8101265822784811
2012-09-23,Arsenal,1,1,10,4,away,0,1,0,1,0,0,1.6,1.0,7.4,8.3,0.6,0.5,,1.8,,0.6,,0.6,,2.2,1.925,1.1625,1.825
2012-09-29,Arsenal,1,2,14,5,home,0,0,1,0,-1,0,1.4,0.7,6.6,8.0,0.6,0.4,2.0,,1.2,,0.2,,1.2,,1.9135802469135803,1.1604938271604939,1.8148148148148149
2012-10-06,Arsenal,3,1,20,14,away,1,0,0,3,2,0,1.2,0.7,6.8,7.7,0.4,0.4,,1.4,,0.8,,0.4,,1.8,1.9024390243902438,1.170731707317073,1.7926829268292683
2012-10-20,Arsenal,0,1,13,7,away,0,0,1,0,-1,0,1.6,0.9,8.4,8.3,0.2,0.3,,1.8,,0.8,,0.6,,2.2,1.9156626506024097,1.1686746987951808,1.8072289156626506
2012-10-27,Arsenal,1,0,21,11,home,1,0,0,3,1,1,1.0,0.8,8.4,8.0,0.0,0.3,2.0,,1.2,,0.2,,1.2,,1.8928571428571428,1.1666666666666667,1.7857142857142858
2012-11-03,Arsenal,1,2,7,3,away,0,0,1,0,-1,0,0.2,0.9,8.2,7.8,0.2,0.4,,1.2,,0.6,,0.4,,1.6,1.8823529411764706,1.1529411764705881,1.8
2012-11-10,Arsenal,3,3,15,9,home,0,1,0,1,0,0,0.0,0.7,8.0,7.3,0.2,0.4,2.2,,1.2,,0.4,,1.6,,1.872093023255814,1.1627906976744187,1.7790697674418605
2012-11-17,Arsenal,5,2,13,10,home,1,0,0,3,3,0,0.2,0.7,8.8,7.8,0.2,0.3,2.2,,1.2,,0.4,,1.6,,1.8850574712643677,1.1839080459770115,1.7701149425287357
2012-11-24,Arsenal,0,0,13,6,away,0,1,0,1,0,1,0.4,1.0,8.0,8.2,0.2,0.2,,1.4,,1.0,,0.4,,1.4,1.9204545454545454,1.1931818181818181,1.7840909090909092
2012-11-28,Arsenal,1,1,12,9,away,0,1,0,1,0,0,0.6,0.8,7.8,8.1,0.4,0.2,,1.0,,1.0,,0.2,,1.0,1.898876404494382,1.1797752808988764,1.7752808988764044
2012-12-01,Arsenal,0,2,10,8,home,0,0,1,0,-2,0,0.4,0.3,7.4,7.8,0.2,0.2,3.2,,1.6,,0.6,,2.0,,1.8888888888888888,1.1777777777777778,1.7666666666666666
2012-12-08,Arsenal,2,0,16,7,home,1,0,0,3,2,1,0.2,0.1,8.4,8.2,0.2,0.2,2.0,,1.8,,0.4,,1.4,,1.8681318681318682,1.1868131868131868,1.7472527472527473
2012-12-17,Arsenal,5,2,25,17,away,1,0,0,3,3,0,0.6,0.4,8.0,8.4,0.4,0.3,,1.0,,1.0,,0.2,,1.0,1.8695652173913044,1.173913043478261,1.7608695652173914
2012-12-22,Arsenal,1,0,10,8,away,1,0,0,3,1,1,0.6,0.5,9.4,8.7,0.4,0.3,,1.4,,1.2,,0.2,,1.0,1.903225806451613,1.1827956989247312,1.7741935483870968
2012-12-29,Arsenal,7,3,16,12,home,1,0,0,3,4,0,0.8,0.7,9.8,8.8,0.4,0.4,2.2,,1.4,,0.6,,2.0,,1.8936170212765957,1.1702127659574468,1.7872340425531914
2013-01-01,Arsenal,1,1,6,4,away,0,1,0,1,0,0,1.6,1.0,10.4,8.9,0.4,0.3,,1.6,,1.0,,0.4,,1.6,1.9473684210526316,1.1894736842105262,1.8
2013-01-13,Arsenal,0,2,9,4,home,0,0,1,0,-2,0,2.0,1.1,9.6,9.0,0.4,0.3,3.4,,2.0,,0.6,,2.0,,1.9375,1.1875,1.7916666666666667
2013-01-20,Arsenal,1,2,12,8,away,0,0,1,0,-1,0,1.2,0.9,9.0,8.5,0.2,0.3,,1.6,,0.8,,0.4,,1.8,1.9175257731958764,1.1958762886597938,1.7731958762886597
2013-01-23,Arsenal,5,1,23,17,home,1,0,0,3,4,0,0.4,0.5,7.2,8.3,0.2,0.3,2.8,,1.8,,0.6,,1.8,,1.9081632653061225,1.2040816326530612,1.7551020408163265
2013-01-30,Arsenal,2,2,14,6,home,0,1,0,1,0,0,1.0,0.9,9.0,9.4,0.0,0.2,2.8,,1.6,,0.6,,1.8,,1.9393939393939394,1.202020202020202,1.7676767676767677
2013-02-02,Arsenal,1,0,15,9,home,1,0,0,3,1,1,0.2,0.9,7.8,9.1,0.0,0.2,3.2,,1.6,,0.6,,2.0,,1.94,1.21,1.76
2013-02-09,Arsenal,1,0,18,9,away,1,0,0,3,1,1,0.4,1.2,8.8,9.2,0.2,0.3,,1.8,,1.2,,0.4,,1.6,1.9306930693069306,1.198019801980198,1.7722772277227723
2013-02-23,Arsenal,2,1,24,14,home,1,0,0,3,1,0,1.0,1.1,9.8,9.4,0.4,0.3,3.0,,1.6,,0.6,,2.0,,1.9215686274509804,1.1862745098039216,1.7843137254901962
2013-03-03,Arsenal,1,2,10,6,away,0,0,1,0,-1,0,1.4,0.9,11.0,9.1,0.4,0.3,,1.8,,1.0,,0.6,,2.0,1.9223300970873787,1.1844660194174756,1.796116504854369
2013-03-16,Arsenal,2,0,15,11,away,1,0,0,3,2,1,0.4,0.7,8.8,8.9,0.4,0.2,,1.0,,1.0,,0.4,,1.4,1.9134615384615385,1.1923076923076923,1.7788461538461537
2013-03-30,Arsenal,4,1,23,14,home,1,0,0,3,3,0,0.8,0.5,9.8,8.8,0.6,0.3,2.0,,1.2,,0.6,,2.0,,1.9142857142857144,1.180952380952381,1.7904761904761906
2013-04-06,Arsenal,2,1,11,6,away,1,0,0,3,1,0,1.2,0.8,10.8,9.8,0.4,0.3,,1.2,,1.0,,0.4,,1.4,1.9339622641509433,1.179245283018868,1.8018867924528301
2013-04-13,Arsenal,3,1,10,7,home,1,0,0,3,2,0,1.2,1.1,10.2,10.0,0.2,0.3,2.8,,1.0,,0.8,,2.6,,1.9345794392523366,1.1775700934579438,1.8130841121495327
2013-04-16,Arsenal,0,0,10,6,home,0,1,0,1,0,1,1.4,1.4,8.8,9.9,0.2,0.3,2.4,,1.0,,0.8,,2.6,,1.9444444444444444,1.1759259259259258,1.8240740740740742
2013-04-20,Arsenal,1,0,10,7,away,1,0,0,3,1,1,1.6,1.0,8.8,8.8,0.4,0.4,,1.4,,1.0,,0.6,,1.8,1.926605504587156,1.165137614678899,1.81651376146789
2013-04-28,Arsenal,1,1,19,13,home,0,1,0,1,0,0,1.4,1.1,8.0,8.9,0.4,0.5,2.0,,0.6,,0.8,,2.6,,1.9181818181818182,1.1545454545454545,1.8272727272727274
2013-05-04,Arsenal,1,0,13,11,away,1,0,0,3,1,1,0.8,1.0,7.8,9.3,0.4,0.4,,1.4,,0.6,,0.8,,2.4,1.90990990990991,1.1531531531531531,1.8198198198198199
2013-05-14,Arsenal,4,1,19,12,home,1,0,0,3,3,0,0.8,1.0,8.8,9.5,0.6,0.4,2.0,,0.8,,0.6,,2.2,,1.9017857142857142,1.1428571428571428,1.8303571428571428
2013-05-19,Arsenal,1,0,9,3,away,1,0,0,3,1,1,1.0,1.2,9.8,9.3,0.6,0.4,,1.4,,0.6,,0.8,,2.4,1.920353982300885,1.1415929203539823,1.8407079646017699
2013-08-17,Arsenal,1,3,16,4,home,0,0,1,0,-2,0,1.2,1.4,9.2,9.0,0.6,0.5,2.4,,0.8,,0.6,,2.2,,1.912280701754386,1.131578947368421,1.8508771929824561
2013-08-24,Arsenal,3,1,18,7,away,1,0,0,3,2,0,0.6,1.0,8.6,8.3,0.4,0.4,,1.4,,0.2,,1.0,,3.0,1.9043478260869566,1.1478260869565218,1.8347826086956522
2013-09-01,Arsenal,1,0,12,5,home,1,0,0,3,1,1,1.0,0.9,7.4,7.6,0.4,0.4,1.8,,1.2,,0.4,,1.6,,1.9137931034482758,1.146551724137931,1.8448275862068966
2013-09-14,Arsenal,3,1,14,6,away,1,0,0,3,2,0,1.0,0.9,6.2,7.5,0.4,0.5,,1.6,,0.4,,1.0,,3.0,1.9059829059829059,1.1367521367521367,1.8547008547008548
2013-09-22,Arsenal,3,1,16,8,home,1,0,0,3,2,0,0.8,0.9,5.0,7.4,0.4,0.5,1.4,,1.0,,0.4,,1.6,,1.9152542372881356,1.1355932203389831,1.8644067796610169
2013-09-28,Arsenal,2,1,10,4,away,1,0,0,3,1,0,1.0,1.1,6.0,7.6,0.2,0.4,,1.8,,0.4,,1.0,,3.0,1.9243697478991597,1.134453781512605,1.8739495798319328
2013-10-06,Arsenal,1,1,14,5,away,0,1,0,1,0,0,1.6,1.1,6.0,7.3,0.2,0.3,,2.0,,0.6,,1.0,,3.0,1.925,1.1333333333333333,1.8833333333333333
2013-10-19,Arsenal,4,1,20,11,home,1,0,0,3,3,0,1.2,1.1,5.6,6.5,0.2,0.3,2.0,,1.2,,0.6,,2.0,,1.9173553719008265,1.1322314049586777,1.8760330578512396
2013-10-26,Arsenal,2,0,10,4,away,1,0,0,3,2,1,1.6,1.3,6.8,6.5,0.0,0.2,,2.0,,0.8,,0.8,,2.6,1.9344262295081966,1.1311475409836065,1.8852459016393444
2013-11-02,Arsenal,2,0,12,7,home,1,0,0,3,2,1,1.6,1.2,6.4,5.7,0.2,0.3,2.6,,1.2,,0.8,,2.4,,1.934959349593496,1.1219512195121952,1.8943089430894309
2013-11-10,Arsenal,0,1,10,2,away,0,0,1,0,-1,0,1.6,1.3,6.2,6.1,0.4,0.3,,2.2,,0.8,,0.8,,2.6,1.935483870967742,1.1129032258064515,1.903225806451613
2013-11-23,Arsenal,2,0,9,4,home,1,0,0,3,2,1,1.2,1.4,5.8,5.9,0.4,0.3,2.2,,1.0,,0.8,,2.4,,1.92,1.112,1.888
2013-11-30,Arsenal,3,0,15,6,away,1,0,0,3,3,1,1.6,1.4,5.6,5.6,0.6,0.4,,1.6,,0.8,,0.6,,2.0,1.9206349206349207,1.1031746031746033,1.8968253968253967
2013-12-04,Arsenal,2,0,20,7,home,1,0,0,3,2,1,1.6,1.6,4.6,5.7,0.8,0.4,2.4,,0.4,,1.0,,3.0,,1.9291338582677164,1.094488188976378,1.905511811023622
2013-12-08,Arsenal,1,1,11,5,home,0,1,0,1,0,0,1.6,1.6,5.2,5.8,0.8,0.5,2.6,,0.4,,1.0,,3.0,,1.9296875,1.0859375,1.9140625
2013-12-14,Arsenal,3,6,12,6,away,0,0,1,0,-3,0,1.2,1.4,4.8,5.5,0.6,0.5,,1.6,,0.6,,0.6,,2.0,1.9224806201550388,1.0852713178294573,1.9069767441860466
2013-12-23,Arsenal,0,0,7,2,home,0,1,0,1,0,1,0.8,1.0,5.6,5.7,0.6,0.5,2.2,,0.4,,0.8,,2.6,,1.9307692307692308,1.123076923076923,1.8923076923076922
2013-12-26,Arsenal,3,1,29,8,away,1,0,0,3,2,0,0.4,1.0,5.2,5.4,0.6,0.6,,1.8,,1.6,,0.4,,1.4,1.916030534351145,1.1145038167938932,1.8854961832061068
2013-12-29,Arsenal,1,0,11,5,away,1,0,0,3,1,1,0.2,0.9,5.6,5.1,0.4,0.6,,2.2,,1.6,,0.6,,1.8,1.9242424242424243,1.1136363636363635,1.893939393939394
