date,team,gf,ga,shots,sot,venue,win,draw,loss,points,gd,cs,gd_last_5,gd_last_10,sot_last_5,sot_last_10,cs_last_5,cs_last_10,gf_last_5_home,gf_last_5_away,ga_last_5_home,ga_last_5_away,win_last_5_home,win_last_5_away,points_last_5_home,points_last_5_away,cum_gf,cum_ga,cum_points
2011-02-01,Sunderland,2,4,4,3,home,0,0,1,0,-2,0,0.6,0.2,8.2,7.1,0.4,0.5,1.2,,0.6,,0.6,,2.0,,1.1666666666666667,1.0,1.5416666666666667
2011-02-05,Sunderland,2,3,11,7,away,0,0,1,0,-1,0,0.6,0.1,5.6,6.5,0.4,0.5,,1.0,,1.2,,0.4,,1.4,1.2,1.12,1.48
2011-02-12,Sunderland,1,2,16,10,home,0,0,1,0,-1,0,-0.2,-0.1,5.6,6.0,0.2,0.4,1.4,,1.4,,0.4,,1.4,,1.2307692307692308,1.1923076923076923,1.4230769230769231
2011-02-26,Sunderland,0,2,12,7,away,0,0,1,0,-2,0,-0.6,-0.2,6.6,6.8,0.0,0.3,,1.0,,1.2,,0.4,,1.4,1.2222222222222223,1.2222222222222223,1.3703703703703705
2011-03-05,Sunderland,0,0,6,3,away,0,1,0,1,0,1,-1.0,-0.5,6.6,7.0,0.0,0.2,,1.0,,1.6,,0.4,,1.2,1.1785714285714286,1.25,1.3214285714285714
2011-03-20,Sunderland,0,2,3,1,home,0,0,1,0,-2,0,-1.2,-0.3,6.0,7.1,0.2,0.3,1.4,,1.8,,0.2,,0.8,,1.1379310344827587,1.206896551724138,1.3103448275862069
2011-04-03,Sunderland,0,5,8,4,away,0,0,1,0,-5,0,-1.2,-0.3,5.6,5.6,0.2,0.3,,1.0,,1.2,,0.4,,1.4,1.1,1.2333333333333334,1.2666666666666666
2011-04-09,Sunderland,2,3,7,4,home,0,0,1,0,-1,0,-2.0,-1.1,5.0,5.3,0.2,0.2,1.4,,1.8,,0.2,,0.8,,1.064516129032258,1.3548387096774193,1.2258064516129032
2011-04-16,Sunderland,0,2,15,7,away,0,0,1,0,-2,0,-2.0,-1.3,3.8,5.2,0.2,0.1,,0.8,,2.2,,0.2,,0.8,1.09375,1.40625,1.1875
2011-04-23,Sunderland,4,2,11,7,home,1,0,0,3,2,0,-2.0,-1.5,3.8,5.2,0.2,0.1,1.2,,2.4,,0.0,,0.2,,1.0606060606060606,1.4242424242424243,1.1515151515151516
2011-04-30,Sunderland,0,3,11,7,home,0,0,1,0,-3,0,-1.6,-1.4,4.6,5.3,0.0,0.1,1.8,,2.6,,0.2,,0.6,,1.1470588235294117,1.4411764705882353,1.2058823529411764
2011-05-07,Sunderland,2,1,10,6,away,1,0,0,3,1,0,-1.8,-1.5,5.8,5.7,0.0,0.1,,0.4,,2.4,,0.0,,0.2,1.1142857142857143,1.4857142857142858,1.1714285714285715
2011-05-14,Sunderland,1,3,14,9,home,0,0,1,0,-2,0,-0.6,-1.3,6.2,5.6,0.0,0.1,1.4,,2.4,,0.2,,0.6,,1.1388888888888888,1.4722222222222223,1.2222222222222223
2011-05-22,Sunderland,3,0,17,12,away,1,0,0,3,3,1,-0.8,-1.4,7.2,5.5,0.0,0.1,,0.4,,2.0,,0.2,,0.8,1.135135135135135,1.5135135135135136,1.1891891891891893
2011-08-13,Sunderland,1,1,15,6,away,0,1,0,1,0,0,0.2,-0.9,8.2,6.0,0.2,0.2,,1.0,,1.6,,0.4,,1.4,1.1842105263157894,1.4736842105263157,1.236842105263158
2011-08-20,Sunderland,0,1,15,5,home,0,0,1,0,-1,0,-0.2,-0.9,8.0,6.3,0.2,0.1,1.4,,2.6,,0.2,,0.6,,1.1794871794871795,1.4615384615384615,1.2307692307692308
2011-08-27,Sunderland,0,0,12,8,away,0,1,0,1,0,1,0.2,-0.8,7.6,6.7,0.2,0.1,,1.2,,1.8,,0.4,,1.4,1.15,1.45,1.2
2011-09-10,Sunderland,1,2,14,7,home,0,0,1,0,-1,0,0.0,-0.3,8.0,7.1,0.4,0.2,1.4,,2.4,,0.2,,0.6,,1.1219512195121952,1.4146341463414633,1.1951219512195121
2011-09-18,Sunderland,4,0,8,7,home,1,0,0,3,4,1,0.2,-0.3,7.6,7.4,0.4,0.2,1.2,,2.2,,0.2,,0.6,,1.119047619047619,1.4285714285714286,1.1666666666666667
2011-09-26,Sunderland,1,2,12,6,away,0,0,1,0,-1,0,0.4,0.3,6.6,7.4,0.4,0.3,,1.2,,0.8,,0.4,,1.6,1.186046511627907,1.3953488372093024,1.2093023255813953
2011-10-01,Sunderland,2,2,12,7,home,0,1,0,1,0,0,0.2,0.0,6.6,7.3,0.4,0.3,1.2,,1.8,,0.2,,0.6,,1.1818181818181819,1.4090909090909092,1.1818181818181819
2011-10-16,Sunderland,1,2,8,4,away,0,0,1,0,-1,0,0.4,0.3,7.0,7.3,0.4,0.3,,1.4,,0.8,,0.4,,1.6,1.2,1.4222222222222223,1.1777777777777778
2011-10-22,Sunderland,2,0,18,10,away,1,0,0,3,2,1,0.2,0.1,6.2,7.1,0.2,0.3,,1.2,,1.0,,0.2,,1.0,1.1956521739130435,1.434782608695652,1.1521739130434783
2011-10-29,Sunderland,2,2,13,8,home,0,1,0,1,0,0,0.8,0.5,6.8,7.2,0.4,0.4,1.6,,1.6,,0.2,,0.8,,1.2127659574468086,1.4042553191489362,1.1914893617021276
2011-11-05,Sunderland,0,1,9,3,away,0,0,1,0,-1,0,0.0,0.2,7.0,6.8,0.2,0.3,,1.0,,1.0,,0.2,,1.0,1.2291666666666667,1.4166666666666667,1.1875
2011-11-19,Sunderland,0,0,13,8,home,0,1,0,1,0,1,0.0,0.1,6.4,6.5,0.2,0.3,1.8,,1.4,,0.2,,1.0,,1.2040816326530612,1.4081632653061225,1.163265306122449
2011-11-26,Sunderland,1,2,17,11,home,0,0,1,0,-1,0,0.0,0.2,6.6,6.8,0.4,0.4,1.8,,1.2,,0.2,,1.2,,1.18,1.38,1.16
2011-12-04,Sunderland,1,2,18,12,away,0,0,1,0,-1,0,0.0,0.1,8.0,7.1,0.4,0.3,,0.8,,1.0,,0.2,,0.8,1.1764705882352942,1.392156862745098,1.1372549019607843
2011-12-11,Sunderland,2,1,22,12,home,1,0,0,3,1,0,-0.6,0.1,8.4,7.6,0.2,0.3,1.8,,1.2,,0.2,,1.2,,1.1730769230769231,1.4038461538461537,1.1153846153846154
2011-12-18,Sunderland,0,1,8,4,away,0,0,1,0,-1,0,-0.4,-0.2,9.2,8.1,0.2,0.2,,1.0,,1.4,,0.2,,0.6,1.1886792452830188,1.3962264150943395,1.150943396226415
2011-12-21,Sunderland,3,2,17,13,away,1,0,0,3,1,0,-0.4,-0.2,9.4,7.9,0.2,0.2,,0.8,,1.2,,0.2,,0.6,1.1666666666666667,1.3888888888888888,1.1296296296296295
2011-12-26,Sunderland,1,1,12,8,home,0,1,0,1,0,0,-0.2,-0.1,10.4,8.5,0.0,0.2,1.4,,1.4,,0.2,,1.2,,1.2,1.4,1.1636363636363636
2012-01-01,Sunderland,1,0,8,5,home,1,0,0,3,1,1,0.0,0.0,9.8,8.9,0.0,0.2,1.2,,1.2,,0.2,,1.2,,1.1964285714285714,1.3928571428571428,1.1607142857142858
2012-01-03,Sunderland,4,1,10,9,away,1,0,0,3,3,0,0.4,-0.1,8.4,8.4,0.2,0.2,,1.2,,1.2,,0.4,,1.2,1.1929824561403508,1.368421052631579,1.1929824561403508
2012-01-14,Sunderland,0,1,9,4,away,0,0,1,0,-1,0,0.8,0.2,7.8,8.5,0.2,0.2,,1.6,,1.4,,0.4,,1.2,1.2413793103448276,1.3620689655172413,1.2241379310344827
2012-01-21,Sunderland,2,0,7,2,home,1,0,0,3,2,1,0.8,0.2,7.8,8.6,0.2,0.2,1.0,,0.8,,0.4,,1.6,,1.2203389830508475,1.3559322033898304,1.2033898305084745
2012-02-01,Sunderland,3,0,10,6,home,1,0,0,3,3,1,1.0,0.4,5.6,8.0,0.4,0.2,1.4,,0.8,,0.6,,2.0,,1.2333333333333334,1.3333333333333333,1.2333333333333334
2012-02-04,Sunderland,1,0,4,2,away,1,0,0,3,1,1,1.6,0.8,5.2,7.5,0.6,0.3,,1.6,,1.4,,0.4,,1.2,1.2622950819672132,1.3114754098360655,1.2622950819672132
2012-02-11,Sunderland,1,2,8,5,home,0,0,1,0,-1,0,1.6,1.0,4.6,6.5,0.6,0.4,1.8,,0.4,,0.8,,2.6,,1.2580645161290323,1.2903225806451613,1.2903225806451613
2012-02-25,Sunderland,0,4,10,4,away,0,0,1,0,-4,0,0.8,0.8,3.8,5.8,0.6,0.4,,1.6,,1.0,,0.6,,1.8,1.253968253968254,1.3015873015873016,1.2698412698412698
2012-03-04,Sunderland,1,1,7,6,away,0,1,0,1,0,0,0.2,0.5,3.8,5.8,0.6,0.4,,1.6,,1.6,,0.6,,1.8,1.234375,1.34375,1.25
2012-03-10,Sunderland,1,0,6,1,home,1,0,0,3,1,1,-0.2,0.4,4.6,5.1,0.4,0.4,1.6,,0.6,,0.6,,2.0,,1.2307692307692308,1.3384615384615384,1.2461538461538462
2012-03-20,Sunderland,0,2,2,0,away,0,0,1,0,-2,0,-0.6,0.5,3.6,4.4,0.4,0.5,,1.2,,1.4,,0.4,,1.4,1.2272727272727273,1.3181818181818181,1.2727272727272727
2012-03-24,Sunderland,3,1,15,8,home,1,0,0,3,2,0,-1.2,0.2,3.2,3.9,0.2,0.4,1.6,,0.4,,0.8,,2.4,,1.208955223880597,1.328358208955224,1.2537313432835822
2012-03-31,Sunderland,3,3,8,4,away,0,1,0,1,0,0,-0.6,0.1,3.8,3.8,0.2,0.4,,0.4,,1.6,,0.2,,0.8,1.2352941176470589,1.3235294117647058,1.2794117647058822
2012-04-07,Sunderland,0,0,12,9,home,0,1,0,1,0,1,0.2,0.2,3.8,3.8,0.2,0.4,2.0,,0.6,,0.8,,2.4,,1.2608695652173914,1.3478260869565217,1.2753623188405796
2012-04-09,Sunderland,0,4,3,0,away,0,0,1,0,-4,0,0.2,0.0,4.4,4.5,0.4,0.4,,1.0,,2.0,,0.2,,1.0,1.2428571428571429,1.3285714285714285,1.2714285714285714
2012-04-14,Sunderland,0,0,15,6,home,0,1,0,1,0,1,-0.8,-0.7,4.2,3.9,0.2,0.3,1.6,,0.6,,0.6,,2.0,,1.2253521126760563,1.3661971830985915,1.2535211267605635
2012-04-21,Sunderland,0,0,10,5,away,0,1,0,1,0,1,-0.4,-0.8,5.4,4.3,0.4,0.3,,0.8,,2.8,,0.0,,0.4,1.2083333333333333,1.3472222222222223,1.25
2012-04-28,Sunderland,2,2,12,6,home,0,1,0,1,0,0,-0.8,-0.7,4.8,4.3,0.6,0.4,1.0,,0.6,,0.4,,1.6,,1.1917808219178083,1.3287671232876712,1.2465753424657535
2012-05-06,Sunderland,1,2,12,7,away,0,0,1,0,-1,0,-0.8,-0.3,5.2,4.5,0.6,0.4,,0.8,,2.0,,0.0,,0.6,1.2027027027027026,1.337837837837838,1.2432432432432432
2012-05-13,Sunderland,0,1,6,5,home,0,0,1,0,-1,0,-1.0,-0.4,4.8,4.6,0.4,0.4,1.2,,0.6,,0.4,,1.8,,1.2,1.3466666666666667,1.2266666666666666
2012-08-18,Sunderland,0,0,3,2,away,0,1,0,1,0,1,-0.4,-0.6,5.8,5.0,0.4,0.3,,0.8,,2.2,,0.0,,0.4,1.1842105263157894,1.3421052631578947,1.2105263157894737
2012-09-01,Sunderland,2,2,4,3,away,0,1,0,1,0,0,-0.4,-0.4,5.0,5.2,0.4,0.4,,0.8,,1.8,,0.0,,0.6,1.1688311688311688,1.3246753246753247,1.2077922077922079
2012-09-15,Sunderland,1,1,6,4,home,0,1,0,1,0,0,-0.4,-0.6,4.6,4.7,0.2,0.4,1.0,,0.8,,0.2,,1.2,,1.1794871794871795,1.3333333333333333,1.205128205128205
2012-09-22,Sunderland,1,1,4,2,away,0,1,0,1,0,0,-0.4,-0.6,4.2,4.7,0.2,0.4,,0.6,,1.6,,0.0,,0.6,1.1772151898734178,1.3291139240506329,1.2025316455696202
2012-09-29,Sunderland,1,0,11,6,home,1,0,0,3,1,1,-0.2,-0.6,3.2,4.0,0.2,0.3,0.6,,0.8,,0.0,,0.8,,1.175,1.325,1.2
2012-10-06,Sunderland,0,3,8,6,away,0,0,1,0,-3,0,0.2,-0.1,3.4,4.6,0.4,0.4,,0.8,,1.0,,0.0,,0.8,1.1728395061728396,1.308641975308642,1.2222222222222223
2012-10-21,Sunderland,1,1,16,6,home,0,1,0,1,0,0,-0.4,-0.4,4.2,4.6,0.2,0.3,0.8,,0.8,,0.2,,1.2,,1.1585365853658536,1.329268292682927,1.2073170731707317
2012-10-27,Sunderland,0,0,6,3,away,0,1,0,1,0,1,-0.4,-0.4,4.8,4.7,0.2,0.2,,0.8,,1.6,,0.0,,0.6,1.1566265060240963,1.3253012048192772,1.2048192771084338
2012-11-03,Sunderland,0,1,11,1,home,0,0,1,0,-1,0,-0.4,-0.4,4.6,4.4,0.4,0.3,1.0,,1.0,,0.2,,1.2,,1.1428571428571428,1.3095238095238095,1.2023809523809523
2012-11-10,Sunderland,1,2,6,4,away,0,0,1,0,-1,0,-0.6,-0.4,4.4,3.8,0.4,0.3,,0.6,,1.2,,0.0,,0.8,1.1294117647058823,1.3058823529411765,1.188235294117647
2012-11-18,Sunderland,3,1,12,9,away,1,0,0,3,2,0,-1.0,-0.4,4.0,3.7,0.2,0.3,,0.8,,1.6,,0.0,,0.6,1.127906976744186,1.313953488372093,1.1744186046511629
2012-11-24,Sunderland,2,4,19,12,home,0,0,1,0,-2,0,0.0,-0.2,4.6,4.4,0.2,0.2,0.6,,0.8,,0.2,,1.0,,1.1494252873563218,1.3103448275862069,1.1954022988505748
2012-11-27,Sunderland,0,0,13,8,home,0,1,0,1,0,1,-0.4,-0.4,5.8,5.3,0.2,0.2,1.0,,1.4,,0.2,,1.0,,1.1590909090909092,1.3409090909090908,1.1818181818181819
2012-12-02,Sunderland,1,2,16,6,away,0,0,1,0,-1,0,-0.4,-0.4,6.8,5.7,0.2,0.3,,1.0,,1.4,,0.2,,1.0,1.146067415730337,1.3258426966292134,1.1797752808988764
2012-12-08,Sunderland,1,3,14,10,home,0,0,1,0,-2,0,-0.4,-0.5,7.8,6.1,0.2,0.3,0.8,,1.2,,0.2,,1.0,,1.1444444444444444,1.3333333333333333,1.1666666666666667
2012-12-11,Sunderland,3,0,16,11,home,1,0,0,3,3,1,-0.6,-0.8,9.0,6.5,0.2,0.2,0.8,,1.8,,0.0,,0.4,,1.1428571428571428,1.3516483516483517,1.1538461538461537
2012-12-15,Sunderland,1,3,13,10,away,0,0,1,0,-2,0,-0.4,-0.2,9.4,7.0,0.4,0.3,,1.0,,1.6,,0.2,,0.8,1.1630434782608696,1.3369565217391304,1.173913043478261
2012-12-22,Sunderland,1,0,10,6,away,1,0,0,3,1,1,-0.4,-0.4,9.0,7.4,0.4,0.3,,1.2,,1.6,,0.2,,0.8,1.1612903225806452,1.3548387096774193,1.1612903225806452
2012-12-26,Sunderland,1,0,12,6,home,1,0,0,3,1,1,-0.2,-0.3,8.6,7.7,0.4,0.3,1.2,,1.6,,0.2,,0.8,,1.1595744680851063,1.3404255319148937,1.1808510638297873
2012-12-29,Sunderland,1,2,9,6,home,0,0,1,0,-1,0,0.2,-0.1,8.6,8.2,0.6,0.4,1.4,,1.4,,0.4,,1.4,,1.1578947368421053,1.3263157894736841,1.2
2013-01-02,Sunderland,0,3,6,5,away,0,0,1,0,-3,0,0.4,-0.1,7.8,8.4,0.6,0.4,,1.4,,1.6,,0.4,,1.2,1.15625,1.3333333333333333,1.1875
2013-01-12,Sunderland,3,0,18,14,home,1,0,0,3,3,1,-0.8,-0.6,6.6,8.0,0.4,0.4,1.2,,1.0,,0.4,,1.4,,1.1443298969072164,1.3505154639175259,1.175257731958763
2013-01-19,Sunderland,3,2,10,5,away,1,0,0,3,1,0,0.2,-0.1,7.4,8.2,0.6,0.5,,1.2,,1.8,,0.4,,1.2,1.163265306122449,1.336734693877551,1.1938775510204083
2013-01-29,Sunderland,0,0,4,2,home,0,1,0,1,0,1,0.2,0.0,7.2,7.9,0.4,0.4,1.8,,1.0,,0.6,,1.8,,1.1818181818181819,1.3434343434343434,1.2121212121212122
2013-02-02,Sunderland,1,2,10,6,away,0,0,1,0,-1,0,0.0,0.1,6.4,7.5,0.4,0.5,,1.2,,2.0,,0.4,,1.2,1.17,1.33,1.21
2013-02-09,Sunderland,0,1,12,7,home,0,0,1,0,-1,0,0.0,0.2,6.4,7.1,0.4,0.5,1.6,,0.4,,0.6,,2.0,,1.1683168316831682,1.3366336633663367,1.198019801980198
2013-02-23,Sunderland,1,2,10,6,away,0,0,1,0,-1,0,0.4,-0.2,6.8,6.7,0.4,0.4,,1.2,,2.0,,0.4,,1.2,1.1568627450980393,1.3333333333333333,1.1862745098039216
2013-03-02,Sunderland,2,2,12,6,home,0,1,0,1,0,0,-0.4,-0.1,5.2,6.3,0.2,0.4,1.0,,0.6,,0.4,,1.4,,1.1553398058252426,1.3398058252427185,1.174757281553398
2013-03-09,Sunderland,1,3,7,3,away,0,0,1,0,-2,0,-0.6,-0.2,5.4,6.3,0.2,0.3,,1.2,,1.8,,0.4,,1.2,1.1634615384615385,1.3461538461538463,1.1730769230769231
2013-03-17,Sunderland,1,1,16,8,home,0,1,0,1,0,0,-1.0,-0.5,5.6,6.0,0.0,0.2,1.2,,1.0,,0.2,,1.0,,1.161904761904762,1.361904761904762,1.161904761904762
2013-03-30,Sunderland,0,1,9,4,home,0,0,1,0,-1,0,-0.8,-0.4,6.0,6.2,0.0,0.2,1.2,,0.8,,0.2,,1.2,,1.1603773584905661,1.3584905660377358,1.1603773584905661
2013-04-07,Sunderland,1,2,7,3,away,0,0,1,0,-1,0,-0.8,-0.2,5.4,6.1,0.0,0.2,,1.2,,2.4,,0.2,,0.6,1.1495327102803738,1.355140186915888,1.1495327102803738
2013-04-14,Sunderland,3,0,8,7,away,1,0,0,3,3,1,-0.8,-0.6,4.8,5.0,0.0,0.1,,1.4,,2.2,,0.2,,0.6,1.1481481481481481,1.3611111111111112,1.1388888888888888
2013-04-20,Sunderland,1,0,8,4,home,1,0,0,3,1,1,-0.2,-0.4,5.0,5.2,0.2,0.2,0.6,,1.0,,0.0,,0.6,,1.165137614678899,1.348623853211009,1.1559633027522935
2013-04-29,Sunderland,1,6,7,4,away,0,0,1,0,-5,0,0.4,-0.3,5.2,5.4,0.4,0.2,,1.4,,1.8,,0.2,,0.6,1.1636363636363636,1.3363636363636364,1.1727272727272726
2013-05-06,Sunderland,1,1,14,7,home,0,1,0,1,0,0,-0.6,-0.7,4.4,5.2,0.4,0.2,0.8,,1.0,,0.2,,1.0,,1.162162162162162,1.3783783783783783,1.162162162162162
2013-05-12,Sunderland,1,1,5,5,home,0,1,0,1,0,0,-0.4,-0.6,5.0,5.2,0.4,0.2,1.0,,1.0,,0.2,,1.2,,1.1607142857142858,1.375,1.1607142857142858
2013-05-19,Sunderland,0,1,6,4,away,0,0,1,0,-1,0,-0.2,-0.5,5.4,5.1,0.4,0.2,,1.4,,2.6,,0.2,,0.6,1.1592920353982301,1.3716814159292035,1.1592920353982301
2013-08-17,Sunderland,0,1,20,3,home,0,0,1,0,-1,0,-1.0,-0.6,4.8,4.9,0.2,0.2,0.8,,0.8,,0.2,,1.2,,1.1491228070175439,1.368421052631579,1.1491228070175439
2013-08-24,Sunderland,1,1,8,3,away,0,1,0,1,0,0,-1.4,-0.5,4.6,4.9,0.0,0.2,,1.2,,2.4,,0.2,,0.6,1.1391304347826088,1.3652173913043477,1.1391304347826088
2013-08-31,Sunderland,1,3,10,2,away,0,0,1,0,-2,0,-0.4,-0.5,4.4,4.4,0.0,0.2,,1.2,,2.0,,0.2,,0.8,1.1379310344827587,1.3620689655172413,1.1379310344827587
2013-09-14,Sunderland,1,3,17,2,home,0,0,1,0,-2,0,-0.8,-0.6,3.4,4.2,0.0,0.2,0.6,,0.8,,0.2,,1.0,,1.1367521367521367,1.376068376068376,1.1282051282051282
2013-09-21,Sunderland,0,3,7,0,away,0,0,1,0,-3,0,-1.2,-0.7,2.8,4.1,0.0,0.2,,1.2,,2.2,,0.2,,0.8,1.1355932203389831,1.3898305084745763,1.11864406779661
2013-09-29,Sunderland,1,3,23,5,home,0,0,1,0,-2,0,-1.6,-1.3,2.0,3.4,0.0,0.1,0.8,,1.2,,0.2,,1.0,,1.1260504201680672,1.403361344537815,1.1092436974789917
2013-10-05,Sunderland,1,2,6,2,home,0,0,1,0,-1,0,-1.8,-1.6,2.4,3.5,0.0,0.0,0.8,,1.8,,0.0,,0.4,,1.125,1.4166666666666667,1.1
2013-10-19,Sunderland,0,4,6,1,away,0,0,1,0,-4,0,-2.0,-1.2,2.2,3.3,0.0,0.0,,0.6,,2.8,,0.0,,0.2,1.1239669421487604,1.421487603305785,1.0909090909090908
2013-10-27,Sunderland,2,1,8,4,home,1,0,0,3,1,0,-2.4,-1.6,2.0,2.7,0.0,0.0,0.8,,2.0,,0.0,,0.2,,1.1147540983606556,1.4426229508196722,1.0819672131147542
2013-11-02,Sunderland,0,1,9,1,away,0,0,1,0,-1,0,-1.8,-1.5,2.4,2.6,0.0,0.0,,0.4,,2.4,,0.0,,0.2,1.1219512195121952,1.4390243902439024,1.0975609756097562
2013-11-10,Sunderland,1,0,5,2,home,1,0,0,3,1,1,-1.4,-1.5,2.6,2.3,0.0,0.0,1.0,,2.0,,0.2,,0.6,,1.1129032258064515,1.435483870967742,1.0887096774193548
2013-11-23,Sunderland,0,2,11,3,away,0,0,1,0,-2,0,-0.8,-1.3,2.0,2.2,0.2,0.1,,0.4,,2.4,,0.0,,0.2,1.112,1.424,1.104
2013-11-30,Sunderland,0,0,7,1,away,0,1,0,1,0,1,-1.0,-1.5,2.2,2.2,0.2,0.1,,0.2,,2.6,,0.0,,0.0,1.1031746031746033,1.4285714285714286,1.0952380952380953
2013-12-04,Sunderland,3,4,12,3,home,0,0,1,0,-1,0,-0.2,-1.3,2.2,2.1,0.4,0.2,1.2,,1.8,,0.4,,1.2,,1.094488188976378,1.4173228346456692,1.094488188976378
2013-12-07,Sunderland,1,2,11,4,home,0,0,1,0,-1,0,-0.6,-1.2,2.0,2.2,0.4,0.2,1.6,,2.0,,0.4,,1.2,,1.109375,1.4375,1.0859375
2013-12-14,Sunderland,0,0,19,6,away,0,1,0,1,0,1,-0.6,-1.0,2.6,2.6,0.4,0.2,,0.0,,2.0,,0.0,,0.2,1.1085271317829457,1.441860465116279,1.0775193798449612
2013-12-21,Sunderland,0,0,18,4,home,0,1,0,1,0,1,-0.8,-0.8,3.4,2.7,0.4,0.3,1.6,,1.8,,0.4,,1.2,,1.1,1.4307692307692308,1.0769230769230769
2013-12-26,Sunderland,1,0,13,6,away,1,0,0,3,1,1,-0.4,-0.7,3.6,2.9,0.6,0.4,,0.0,,1.4,,0.0,,0.4,1.0916030534351144,1.4198473282442747,1.0763358778625953
2013-12-28,Sunderland,2,2,21,9,away,0,1,0,1,0,0,-0.2,-0.2,4.6,3.4,0.6,0.5,,0.2,,0.6,,0.2,,1.0,1.0909090909090908,1.4090909090909092,1.0909090909090908
2014-01-01,Sunderland,0,1,17,1,home,0,0,1,0,-1,0,0.0,-0.3,5.8,3.9,0.6,0.5,1.4,,1.4,,0.4,,1.4,,1.0977443609022557,1.413533834586466,1.0902255639097744
2014-01-11,Sunderland,4,1,10,6,away,1,0,0,3,3,0,0.0,-0.3,5.2,3.9,0.6,0.5,,0.6,,0.8,,0.2,,1.2,1.0895522388059702,1.4104477611940298,1.0820895522388059
2014-01-18,Sunderland,2,2,10,5,home,0,1,0,1,0,0,0.6,-0.1,5.2,4.3,0.4,0.4,1.0,,1.4,,0.2,,0.8,,1.1111111111111112,1.4074074074074074,1.0962962962962963
2014-01-29,Sunderland,1,0,16,6,home,1,0,0,3,1,1,0.6,0.1,5.4,4.5,0.2,0.4,1.2,,1.8,,0.0,,0.4,,1.1176470588235294,1.411764705882353,1.0955882352941178
2014-02-01,Sunderland,3,0,16,5,away,1,0,0,3,3,1,0.6,0.2,5.4,5.0,0.2,0.4,,1.4,,0.6,,0.4,,1.8,1.1167883211678833,1.4014598540145986,1.1094890510948905
2014-02-08,Sunderland,0,2,7,3,home,0,0,1,0,-2,0,1.2,0.6,4.6,5.2,0.4,0.5,0.8,,1.0,,0.2,,1.0,,1.1304347826086956,1.391304347826087,1.1231884057971016
2014-02-22,Sunderland,1,4,7,3,away,0,0,1,0,-3,0,1.0,0.5,5.0,5.1,0.4,0.5,,2.0,,0.6,,0.6,,2.2,1.1223021582733812,1.39568345323741,1.1151079136690647
2014-03-15,Sunderland,0,0,19,2,home,0,1,0,1,0,1,-0.2,0.2,4.4,4.8,0.4,0.4,0.6,,1.0,,0.2,,1.0,,1.1214285714285714,1.4142857142857144,1.1071428571428572
2014-03-22,Sunderland,0,2,10,2,away,0,0,1,0,-2,0,-0.2,0.2,3.8,4.6,0.6,0.4,,2.2,,1.4,,0.6,,2.0,1.1134751773049645,1.4042553191489362,1.1063829787234043
2014-03-26,Sunderland,1,2,12,4,away,0,0,1,0,-1,0,-0.8,-0.1,3.0,4.2,0.4,0.3,,2.0,,1.8,,0.4,,1.4,1.1056338028169015,1.408450704225352,1.0985915492957747
2014-03-31,Sunderland,1,2,26,7,home,0,0,1,0,-1,0,-1.6,-0.2,2.8,3.7,0.2,0.3,0.6,,1.0,,0.2,,1.0,,1.1048951048951048,1.4125874125874125,1.0909090909090908
2014-04-07,Sunderland,1,5,8,4,away,0,0,1,0,-4,0,-1.4,-0.2,3.6,4.3,0.2,0.3,,1.8,,1.8,,0.4,,1.2,1.1041666666666667,1.4166666666666667,1.0833333333333333
2014-04-12,Sunderland,0,1,24,6,home,0,0,1,0,-1,0,-1.6,-0.9,3.8,4.1,0.2,0.3,0.8,,1.2,,0.2,,1.0,,1.103448275862069,1.4413793103448276,1.0758620689655172
2014-04-16,Sunderland,2,2,11,3,away,0,1,0,1,0,0,-1.8,-1.0,4.6,4.2,0.0,0.3,,1.2,,2.6,,0.2,,0.6,1.095890410958904,1.4383561643835616,1.0684931506849316
2014-04-19,Sunderland,2,1,7,3,away,1,0,0,3,1,0,-1.4,-1.1,4.8,3.9,0.0,0.2,,1.0,,3.0,,0.0,,0.2,1.1020408163265305,1.4421768707482994,1.0680272108843538
2014-04-27,Sunderland,4,0,21,7,home,1,0,0,3,4,1,-1.0,-1.3,4.6,3.7,0.0,0.1,0.4,,1.0,,0.2,,0.8,,1.1081081081081081,1.4391891891891893,1.0810810810810811
2014-05-03,Sunderland,1,0,8,1,away,1,0,0,3,1,1,0.0,-0.7,4.6,4.1,0.2,0.2,,1.2,,2.4,,0.2,,0.8,1.1275167785234899,1.429530201342282,1.0939597315436242
2014-05-07,Sunderland,2,0,10,4,home,1,0,0,3,2,1,1.0,-0.3,4.0,3.9,0.4,0.3,1.0,,1.0,,0.2,,0.8,,1.1266666666666667,1.42,1.1066666666666667
2014-05-11,Sunderland,1,3,20,4,home,0,0,1,0,-2,0,1.6,-0.1,3.6,4.1,0.6,0.3,1.4,,0.6,,0.4,,1.4,,1.1324503311258278,1.4105960264900663,1.119205298013245
2014-08-16,Sunderland,2,2,7,2,away,0,1,0,1,0,0,1.2,-0.1,3.8,4.3,0.6,0.3,,1.4,,2.0,,0.4,,1.4,1.131578947368421,1.4210526315789473,1.111842105263158
2014-08-24,Sunderland,1,1,11,3,home,0,1,0,1,0,0,1.0,0.0,3.6,4.1,0.6,0.3,1.6,,1.2,,0.4,,1.2,,1.1372549019607843,1.4248366013071896,1.1111111111111112
