season,matchweek,team,overall_pos,overall_wins,overall_loss,overall_draws,overall_points,overall_played,overall_gf,overall_ga,overall_gd,home_pos,home_wins,home_loss,home_draws,home_points,home_played,home_gf,home_ga,home_gd,away_pos,away_wins,away_loss,away_draws,away_points,away_played,away_gf,away_ga,away_gd,champion_label
2017,10,Bournemouth,19,2,7,1,7,10,6,14,-8,18,1,3,1,4,5,3,6,-3,17,1,4,0,3,5,3,8,-5,0
2017,10,Crystal Palace,20,1,8,1,4,10,4,21,-17,19,1,3,1,4,5,4,9,-5,20,0,5,0,0,5,0,12,-12,0
2017,11,Manchester City,1,10,0,1,31,11,38,7,31,1,5,0,1,16,6,24,4,20,1,5,0,0,15,5,14,3,11,1
2017,11,Manchester United,2,7,2,2,23,11,23,5,18,2,5,0,0,15,5,15,0,15,6,2,2,2,8,6,8,5,3,0
2017,11,Tottenham Hotspur,3,7,2,2,23,11,20,7,13,5,3,1,2,11,6,8,4,4,2,4,1,0,12,5,12,3,9,0
2017,11,Chelsea,4,7,3,1,22,11,19,10,9,7,3,2,1,10,6,9,6,3,3,4,1,0,12,5,10,4,6,0
2017,11,Liverpool,5,5,2,4,19,11,21,17,4,4,3,0,2,11,5,9,1,8,7,2,2,2,8,6,12,16,-4,0
2017,11,Arsenal,6,6,4,1,19,11,20,16,4,3,5,0,0,15,5,13,4,9,15,1,4,1,4,6,7,12,-5,0
2017,11,Burnley,7,5,2,4,19,11,10,9,1,11,2,1,2,8,5,3,2,1,4,3,1,2,11,6,7,7,0,0
2017,11,Brighton and Hove Albion,8,4,4,3,15,11,11,11,0,10,2,1,2,8,5,6,5,1,8,2,3,1,7,6,5,6,-1,0
2017,11,Watford,9,4,4,3,15,11,17,21,-4,17,1,2,2,5,5,5,11,-6,5,3,2,1,10,6,12,10,2,0
2017,11,Huddersfield Town,10,4,4,3,15,11,8,13,-5,6,3,1,2,11,6,5,6,-1,14,1,3,1,4,5,3,7,-4,0
2017,11,Newcastle United,11,4,5,2,14,11,10,10,0,8,3,2,1,10,6,7,5,2,13,1,3,1,4,5,3,5,-2,0
2017,11,Leicester City,12,3,4,4,13,11,16,16,0,14,2,2,1,7,5,8,6,2,9,1,2,3,6,6,8,10,-2,0
2017,11,Southampton,13,3,4,4,13,11,9,11,-2,12,2,3,2,8,7,6,8,-2,11,1,1,2,5,4,3,3,0,0
2017,11,Stoke City,14,3,5,3,12,11,13,22,-9,13,2,2,2,8,6,8,11,-3,17,1,3,1,4,5,5,11,-6,0
2017,11,Everton,15,3,6,2,11,11,10,22,-12,9,3,3,0,9,6,8,12,-4,19,0,3,2,2,5,2,10,-8,0
2017,11,West Bromwich Albion,16,2,5,4,10,11,9,14,-5,15,1,1,3,6,5,6,6,0,16,1,4,1,4,6,3,8,-5,0
2017,11,Bournemouth,17,3,7,1,10,11,7,14,-7,18,1,3,1,4,5,3,6,-3,10,2,4,0,6,6,4,8,-4,0
2017,11,West Ham United,18,2,6,3,9,11,11,23,-12,16,2,3,0,6,5,6,10,-4,18,0,3,3,3,6,5,13,-8,0
2017,11,Swansea City,19,2,7,2,8,11,7,13,-6,20,1,5,0,3,6,4,10,-6,12,1,2,2,5,5,3,3,0,0
2017,11,Crystal Palace,20,1,9,1,4,11,4,22,-18,19,1,3,1,4,5,4,9,-5,20,0,6,0,0,6,0,13,-13,0
2017,12,Manchester City,1,11,0,1,34,12,40,7,33,3,5,0,1,16,6,24,4,20,1,6,0,0,18,6,16,3,13,1
2017,12,Manchester United,2,8,2,2,26,12,27,6,21,1,6,0,0,18,6,19,1,18,6,2,2,2,8,6,8,5,3,0
2017,12,Chelsea,3,8,3,1,25,12,23,10,13,8,3,2,1,10,6,9,6,3,2,5,1,0,15,6,14,4,10,0
2017,12,Tottenham Hotspur,4,7,3,2,23,12,20,9,11,5,3,1,2,11,6,8,4,4,3,4,2,0,12,6,12,5,7,0
2017,12,Liverpool,5,6,2,4,22,12,24,17,7,4,4,0,2,14,6,12,1,11,7,2,2,2,8,6,12,16,-4,0
2017,12,Arsenal,6,7,4,1,22,12,22,16,6,2,6,0,0,18,6,15,4,11,14,1,4,1,4,6,7,12,-5,0
2017,12,Burnley,7,6,2,4,22,12,12,9,3,6,3,1,2,11,6,5,2,3,4,3,1,2,11,6,7,7,0,0
2017,12,Watford,8,5,4,3,18,12,19,21,-2,14,2,2,2,8,6,7,11,-4,5,3,2,1,10,6,12,10,2,0
2017,12,Brighton and Hove Albion,9,4,4,4,16,12,13,13,0,10,2,1,3,9,6,8,7,1,8,2,3,1,7,6,5,6,-1,0
2017,12,Huddersfield Town,10,4,5,3,15,12,8,17,-9,7,3,1,2,11,6,5,6,-1,17,1,4,1,4,6,3,11,-8,0
2017,12,Newcastle United,11,4,6,2,14,12,11,14,-3,9,3,2,1,10,6,7,5,2,15,1,4,1,4,6,4,9,-5,0
2017,12,Leicester City,12,3,5,4,13,12,16,18,-2,16,2,3,1,7,6,8,8,0,9,1,2,3,6,6,8,10,-2,0
2017,12,Bournemouth,13,4,7,1,13,12,11,14,-3,15,2,3,1,7,6,7,6,1,10,2,4,0,6,6,4,8,-4,0
2017,12,Southampton,14,3,5,4,13,12,9,14,-5,12,2,3,2,8,7,6,8,-2,12,1,2,2,5,5,3,6,-3,0
2017,12,Stoke City,15,3,5,4,13,12,15,24,-9,13,2,2,2,8,6,8,11,-3,13,1,3,2,5,6,7,13,-6,0
2017,12,Everton,16,3,6,3,12,12,12,24,-12,11,3,3,0,9,6,8,12,-4,18,0,3,3,3,6,4,12,-8,0
2017,12,West Bromwich Albion,17,2,6,4,10,12,9,18,-9,17,1,2,3,6,6,6,10,-4,16,1,4,1,4,6,3,8,-5,0
2017,12,West Ham United,18,2,7,3,9,12,11,25,-14,18,2,3,0,6,5,6,10,-4,19,0,4,3,3,7,5,15,-10,0
2017,12,Swansea City,19,2,8,2,8,12,7,15,-8,20,1,5,0,3,6,4,10,-6,11,1,3,2,5,6,3,5,-2,0
2017,12,Crystal Palace,20,1,9,2,5,12,6,24,-18,19,1,3,2,5,6,6,11,-5,20,0,6,0,0,6,0,13,-13,0
2017,13,Manchester City,1,12,0,1,37,13,42,8,34,3,5,0,1,16,6,24,4,20,1,7,0,0,21,7,18,4,14,1
2017,13,Manchester United,2,9,2,2,29,13,28,6,22,1,7,0,0,21,7,20,1,19,6,2,2,2,8,6,8,5,3,0
2017,13,Chelsea,3,8,3,2,26,13,24,11,13,9,3,2,1,10,6,9,6,3,2,5,1,1,16,7,15,5,10,0
2017,13,Arsenal,4,8,4,1,25,13,23,16,7,2,6,0,0,18,6,15,4,11,10,2,4,1,7,7,8,12,-4,0
2017,13,Tottenham Hotspur,5,7,3,3,24,13,21,10,11,5,3,1,3,12,7,9,5,4,4,4,2,0,12,6,12,5,7,0
2017,13,Liverpool,6,6,2,5,23,13,25,18,7,4,4,0,3,15,7,13,2,11,7,2,2,2,8,6,12,16,-4,0
2017,13,Burnley,7,6,3,4,22,13,12,10,2,6,3,2,2,11,7,5,3,2,5,3,1,2,11,6,7,7,0,0
2017,13,Watford,8,6,4,3,21,13,22,21,1,15,2,2,2,8,6,7,11,-4,3,4,2,1,13,7,15,10,5,0
2017,13,Brighton and Hove Albion,9,4,5,4,16,13,13,14,-1,11,2,1,3,9,6,8,7,1,9,2,4,1,7,7,5,7,-2,0
2017,13,Southampton,10,4,5,4,16,13,13,15,-2,7,3,3,2,11,8,10,9,1,13,1,2,2,5,5,3,6,-3,0
2017,13,Huddersfield Town,11,4,6,3,15,13,9,19,-10,8,3,2,2,11,7,6,8,-2,17,1,4,1,4,6,3,11,-8,0
2017,13,Leicester City,12,3,5,5,14,13,17,19,-2,17,2,3,1,7,6,8,8,0,8,1,2,4,7,7,9,11,-2,0
2017,13,Bournemouth,13,4,7,2,14,13,11,14,-3,16,2,3,1,7,6,7,6,1,11,2,4,1,7,7,4,8,-4,0
2017,13,Newcastle United,14,4,7,2,14,13,11,17,-6,10,3,3,1,10,7,7,8,-1,16,1,4,1,4,6,4,9,-5,0
2017,13,Stoke City,15,3,6,4,13,13,16,26,-10,13,2,2,2,8,6,8,11,-3,15,1,4,2,5,7,8,15,-7,0
2017,13,Everton,16,3,7,3,12,13,13,28,-15,12,3,3,0,9,6,8,12,-4,19,0,4,3,3,7,5,16,-11,0
2017,13,West Bromwich Albion,17,2,6,5,11,13,10,19,-9,19,1,2,3,6,6,6,10,-4,14,1,4,2,5,7,4,9,-5,0
2017,13,West Ham United,18,2,7,4,10,13,12,26,-14,18,2,3,1,7,6,7,11,-4,18,0,4,3,3,7,5,15,-10,0
2017,13,Swansea City,19,2,8,3,9,13,7,15,-8,20,1,5,1,4,7,4,10,-6,12,1,3,2,5,6,3,5,-2,0
2017,13,Crystal Palace,20,2,9,2,8,13,8,25,-17,14,2,3,2,8,7,8,12,-4,20,0,6,0,0,6,0,13,-13,0
2017,14,Manchester City,1,13,0,1,40,14,44,9,35,3,6,0,1,19,7,26,5,21,1,7,0,0,21,7,18,4,14,1
2017,14,Manchester United,2,10,2,2,32,14,32,8,24,1,7,0,0,21,7,20,1,19,6,3,2,2,11,7,12,7,5,0
2017,14,Chelsea,3,9,3,2,29,14,25,11,14,5,4,2,1,13,7,10,6,4,2,5,1,1,16,7,15,5,10,0
2017,14,Arsenal,4,9,4,1,28,14,28,16,12,2,7,0,0,21,7,20,4,16,10,2,4,1,7,7,8,12,-4,0
2017,14,Liverpool,5,7,2,5,26,14,28,18,10,4,4,0,3,15,7,13,2,11,7,3,2,2,11,7,15,16,-1,0
2017,14,Burnley,6,7,3,4,25,14,14,11,3,8,3,2,2,11,7,5,3,2,3,4,1,2,14,7,9,8,1,0
2017,14,Tottenham Hotspur,7,7,4,3,24,14,22,12,10,6,3,1,3,12,7,9,5,4,5,4,3,0,12,7,13,7,6,0
2017,14,Watford,8,6,5,3,21,14,24,25,-1,15,2,3,2,8,7,9,15,-6,4,4,2,1,13,7,15,10,5,0
2017,14,Leicester City,9,4,5,5,17,14,19,20,-1,11,3,3,1,10,7,10,9,1,8,1,2,4,7,7,9,11,-2,0
2017,14,Brighton and Hove Albion,10,4,5,5,17,14,13,14,-1,12,2,1,4,10,7,8,7,1,9,2,4,1,7,7,5,7,-2,0
2017,14,Southampton,11,4,6,4,16,14,14,17,-3,9,3,3,2,11,8,10,9,1,13,1,3,2,5,6,4,8,-4,0
2017,14,Newcastle United,12,4,7,3,15,14,13,19,-6,13,3,3,1,10,7,7,8,-1,14,1,4,2,5,7,6,11,-5,0
2017,14,Everton,13,4,7,3,15,14,17,28,-11,7,4,3,0,12,7,12,12,0,18,0,4,3,3,7,5,16,-11,0
2017,14,Huddersfield Town,14,4,7,3,15,14,9,24,-15,10,3,2,2,11,7,6,8,-2,17,1,5,1,4,7,3,16,-13,0
2017,14,Bournemouth,15,4,8,2,14,14,12,16,-4,17,2,4,1,7,7,8,8,0,11,2,4,1,7,7,4,8,-4,0
2017,14,Stoke City,16,3,7,4,13,14,16,29,-13,16,2,3,2,8,7,8,14,-6,16,1,4,2,5,7,8,15,-7,0
2017,14,West Bromwich Albion,17,2,6,6,12,14,12,21,-9,18,1,2,4,7,7,8,12,-4,15,1,4,2,5,7,4,9,-5,0
2017,14,West Ham United,18,2,8,4,10,14,12,30,-18,19,2,3,1,7,6,7,11,-4,19,0,5,3,3,8,5,19,-14,0
2017,14,Swansea City,19,2,9,3,9,14,7,16,-9,20,1,5,1,4,7,4,10,-6,12,1,4,2,5,7,3,6,-3,0
2017,14,Crystal Palace,20,2,9,3,9,14,8,25,-17,14,2,3,2,8,7,8,12,-4,20,0,6,1,1,7,0,13,-13,0
2017,15,Manchester City,1,14,0,1,43,15,46,10,36,1,7,0,1,22,8,28,6,22,1,7,0,0,21,7,18,4,14,1
2017,15,Manchester United,2,11,2,2,35,15,35,9,26,2,7,0,0,21,7,20,1,19,3,4,2,2,14,8,15,8,7,0
2017,15,Chelsea,3,10,3,2,32,15,28,12,16,4,5,2,1,16,8,13,7,6,2,5,1,1,16,7,15,5,10,0
2017,15,Liverpool,4,8,2,5,29,15,33,19,14,5,4,0,3,15,7,13,2,11,4,4,2,2,14,8,20,17,3,0
2017,15,Arsenal,5,9,5,1,28,15,29,19,10,3,7,1,0,21,8,21,7,14,10,2,4,1,7,7,8,12,-4,0
2017,15,Tottenham Hotspur,6,7,4,4,25,15,23,13,10,8,3,1,3,12,7,9,5,4,6,4,3,1,13,8,14,8,6,0
2017,15,Burnley,7,7,4,4,25,15,14,12,2,9,3,2,2,11,7,5,3,2,5,4,2,2,14,8,9,9,0,0
2017,15,Watford,8,6,5,4,22,15,25,26,-1,15,2,3,3,9,8,10,16,-6,7,4,2,1,13,7,15,10,5,0
2017,15,Leicester City,9,5,5,5,20,15,20,20,0,7,4,3,1,13,8,11,9,2,8,1,2,4,7,7,9,11,-2,0
2017,15,Everton,10,5,7,3,18,15,19,28,-9,6,5,3,0,15,8,14,12,2,18,0,4,3,3,7,5,16,-11,0
2017,15,Southampton,11,4,6,5,17,15,15,18,-3,10,3,3,2,11,8,10,9,1,12,1,3,3,6,7,5,9,-4,0
2017,15,Brighton and Hove Albion,12,4,6,5,17,15,14,19,-5,14,2,2,4,10,8,9,12,-3,9,2,4,1,7,7,5,7,-2,0
2017,15,Stoke City,13,4,7,4,16,15,18,30,-12,12,3,3,2,11,8,10,15,-5,15,1,4,2,5,7,8,15,-7,0
2017,15,Bournemouth,14,4,8,3,15,15,13,17,-4,16,2,4,2,8,8,9,9,0,11,2,4,1,7,7,4,8,-4,0
2017,15,Newcastle United,15,4,8,3,15,15,14,22,-8,13,3,3,1,10,7,7,8,-1,16,1,5,2,5,8,7,14,-7,0
2017,15,Huddersfield Town,16,4,8,3,15,15,9,26,-17,11,3,2,2,11,7,6,8,-2,17,1,6,1,4,8,3,18,-15,0
2017,15,West Bromwich Albion,17,2,6,7,13,15,12,21,-9,18,1,2,5,8,8,8,12,-4,14,1,4,2,5,7,4,9,-5,0
2017,15,Crystal Palace,18,2,9,4,10,15,8,25,-17,17,2,3,2,8,7,8,12,-4,20,0,6,2,2,8,0,13,-13,0
2017,15,West Ham United,19,2,9,4,10,15,13,32,-19,19,2,3,1,7,6,7,11,-4,19,0,6,3,3,9,6,21,-15,0
2017,15,Swansea City,20,2,10,3,9,15,8,18,-10,20,1,5,1,4,7,4,10,-6,13,1,5,2,5,8,4,8,-4,0
2017,16,Manchester City,1,15,0,1,46,16,48,11,37,1,7,0,1,22,8,28,6,22,1,8,0,0,24,8,20,5,15,1
2017,16,Manchester United,2,11,3,2,35,16,36,11,25,2,7,1,0,21,8,21,3,18,3,4,2,2,14,8,15,8,7,0
2017,16,Chelsea,3,10,4,2,32,16,28,13,15,5,5,2,1,16,8,13,7,6,2,5,2,1,16,8,15,6,9,0
2017,16,Liverpool,4,8,2,6,30,16,34,20,14,4,4,0,4,16,8,14,3,11,4,4,2,2,14,8,20,17,3,0
2017,16,Arsenal,5,9,5,2,29,16,30,20,10,3,7,1,0,21,8,21,7,14,9,2,4,2,8,8,9,13,-4,0
2017,16,Tottenham Hotspur,6,8,4,4,28,16,28,14,14,6,4,1,3,15,8,14,6,8,6,4,3,1,13,8,14,8,6,0
2017,16,Burnley,7,8,4,4,28,16,15,12,3,8,4,2,2,14,8,6,3,3,5,4,2,2,14,8,9,9,0,0
2017,16,Leicester City,8,6,5,5,23,16,23,22,1,10,4,3,1,13,8,11,9,2,8,2,2,4,10,8,12,13,-1,0
2017,16,Watford,9,6,6,4,22,16,25,27,-2,17,2,3,3,9,8,10,16,-6,7,4,3,1,13,8,15,11,4,0
2017,16,Everton,10,5,7,4,19,16,20,29,-9,7,5,3,0,15,8,14,12,2,17,0,4,4,4,8,6,17,-11,0
2017,16,Southampton,11,4,6,6,18,16,16,19,-3,11,3,3,3,12,9,11,10,1,12,1,3,3,6,7,5,9,-4,0
2017,16,Huddersfield Town,12,5,8,3,18,16,11,26,-15,9,4,2,2,14,8,8,8,0,18,1,6,1,4,8,3,18,-15,0
2017,16,Brighton and Hove Albion,13,4,7,5,17,16,14,21,-7,14,2,2,4,10,8,9,12,-3,11,2,5,1,7,8,5,9,-4,0
2017,16,Bournemouth,14,4,8,4,16,16,15,19,-4,18,2,4,2,8,8,9,9,0,10,2,4,2,8,8,6,10,-4,0
2017,16,Stoke City,15,4,8,4,16,16,19,35,-16,12,3,3,2,11,8,10,15,-5,16,1,5,2,5,8,9,20,-11,0
2017,16,Newcastle United,16,4,9,3,15,16,16,25,-9,13,3,4,1,10,8,9,11,-2,15,1,5,2,5,8,7,14,-7,0
2017,16,West Bromwich Albion,17,2,7,7,13,16,12,22,-10,19,1,2,5,8,8,8,12,-4,14,1,5,2,5,8,4,10,-6,0
2017,16,West Ham United,18,3,9,4,13,16,14,32,-18,15,3,3,1,10,7,8,11,-3,19,0,6,3,3,9,6,21,-15,0
2017,16,Swansea City,19,3,10,3,12,16,9,18,-9,20,2,5,1,7,8,5,10,-5,13,1,5,2,5,8,4,8,-4,0
2017,16,Crystal Palace,20,2,9,5,11,16,10,27,-17,16,2,3,3,9,8,10,14,-4,20,0,6,2,2,8,0,13,-13,0
2017,17,Manchester City,1,16,0,1,49,17,52,11,41,2,7,0,1,22,8,28,6,22,1,9,0,0,27,9,24,5,19,1
2017,17,Manchester United,2,12,3,2,38,17,37,11,26,1,8,1,0,24,9,22,3,19,3,4,2,2,14,8,15,8,7,0
2017,17,Chelsea,3,11,4,2,35,17,31,14,17,7,5,2,1,16,8,13,7,6,2,6,2,1,19,9,18,7,11,0
2017,17,Tottenham Hotspur,4,9,4,4,31,17,30,14,16,4,5,1,3,18,9,16,6,10,6,4,3,1,13,8,14,8,6,0
2017,17,Liverpool,5,8,2,7,31,17,34,20,14,5,4,0,5,17,9,14,3,11,4,4,2,2,14,8,20,17,3,0
2017,17,Burnley,6,9,4,4,31,17,16,12,4,6,5,2,2,17,9,7,3,4,5,4,2,2,14,8,9,9,0,0
2017,17,Arsenal,7,9,5,3,30,17,30,20,10,3,7,1,0,21,8,21,7,14,9,2,4,3,9,9,9,13,-4,0
2017,17,Leicester City,8,7,5,5,26,17,27,23,4,10,4,3,1,13,8,11,9,2,8,3,2,4,13,9,16,14,2,0
2017,17,Watford,9,6,7,4,22,17,26,29,-3,17,2,3,3,9,8,10,16,-6,7,4,4,1,13,9,16,13,3,0
2017,17,Everton,10,6,7,4,22,17,21,29,-8,8,5,3,0,15,8,14,12,2,12,1,4,4,7,9,7,17,-10,0
2017,17,Southampton,11,4,7,6,18,17,17,23,-6,11,3,4,3,12,10,12,14,-2,13,1,3,3,6,7,5,9,-4,0
2017,17,Huddersfield Town,12,5,9,3,18,17,12,29,-17,9,4,3,2,14,9,9,11,-2,18,1,6,1,4,8,3,18,-15,0
2017,17,Brighton and Hove Albion,13,4,8,5,17,17,14,23,-9,15,2,2,4,10,8,9,12,-3,11,2,6,1,7,9,5,11,-6,0
2017,17,Bournemouth,14,4,9,4,16,17,15,20,-5,18,2,4,2,8,8,9,9,0,10,2,5,2,8,9,6,11,-5,0
2017,17,Stoke City,15,4,9,4,16,17,19,36,-17,14,3,3,2,11,8,10,15,-5,17,1,6,2,5,9,9,21,-12,0
2017,17,Newcastle United,16,4,10,3,15,17,16,26,-10,16,3,5,1,10,9,9,12,-3,16,1,5,2,5,8,7,14,-7,0
2017,17,West Bromwich Albion,17,2,7,8,14,17,12,22,-10,19,1,2,5,8,8,8,12,-4,14,1,5,3,6,9,4,10,-6,0
2017,17,Crystal Palace,18,3,9,5,14,17,12,28,-16,12,3,3,3,12,9,12,15,-3,20,0,6,2,2,8,0,13,-13,0
2017,17,West Ham United,19,3,9,5,14,17,14,32,-18,13,3,3,2,11,8,8,11,-3,19,0,6,3,3,9,6,21,-15,0
2017,17,Swansea City,20,3,11,3,12,17,9,22,-13,20,2,6,1,7,9,5,14,-9,15,1,5,2,5,8,4,8,-4,0
2017,18,Manchester City,1,17,0,1,52,18,56,12,44,1,8,0,1,25,9,32,7,25,1,9,0,0,27,9,24,5,19,1
2017,18,Manchester United,2,13,3,2,41,18,39,12,27,2,8,1,0,24,9,22,3,19,3,5,2,2,17,9,17,9,8,0
2017,18,Chelsea,3,12,4,2,38,18,32,14,18,4,6,2,1,19,9,14,7,7,2,6,2,1,19,9,18,7,11,0
2017,18,Liverpool,4,9,2,7,34,18,38,20,18,7,4,0,5,17,9,14,3,11,4,5,2,2,17,9,24,17,7,0
2017,18,Arsenal,5,10,5,3,33,18,31,20,11,3,8,1,0,24,9,22,7,15,9,2,4,3,9,9,9,13,-4,0
2017,18,Burnley,6,9,4,5,32,18,16,12,4,8,5,2,2,17,9,7,3,4,5,4,2,3,15,9,9,9,0,0
2017,18,Tottenham Hotspur,7,9,5,4,31,18,31,18,13,5,5,1,3,18,9,16,6,10,7,4,4,1,13,9,15,12,3,0
2017,18,Leicester City,8,7,6,5,26,18,27,26,1,10,4,4,1,13,9,11,12,-1,8,3,2,4,13,9,16,14,2,0
2017,18,Everton,9,7,7,4,25,18,24,30,-6,6,6,3,0,18,9,17,13,4,12,1,4,4,7,9,7,17,-10,0
2017,18,Watford,10,6,8,4,22,18,27,33,-6,17,2,4,3,9,9,11,20,-9,6,4,4,1,13,9,16,13,3,0
2017,18,Huddersfield Town,11,6,9,3,21,18,16,30,-14,9,4,3,2,14,9,9,11,-2,13,2,6,1,7,9,7,19,-12,0
2017,18,Southampton,12,4,8,6,18,18,17,24,-7,11,3,4,3,12,10,12,14,-2,14,1,4,3,6,8,5,10,-5,0
2017,18,Brighton and Hove Albion,13,4,8,6,18,18,14,23,-9,13,2,2,5,11,9,9,12,-3,11,2,6,1,7,9,5,11,-6,0
2017,18,Crystal Palace,14,4,9,5,17,18,15,28,-13,12,3,3,3,12,9,12,15,-3,19,1,6,2,5,9,3,13,-10,0
2017,18,West Ham United,15,4,9,5,17,18,17,32,-15,14,3,3,2,11,8,8,11,-3,16,1,6,3,6,10,9,21,-12,0
2017,18,Bournemouth,16,4,10,4,16,18,15,24,-9,18,2,5,2,8,9,9,13,-4,10,2,5,2,8,9,6,11,-5,0
2017,18,Stoke City,17,4,10,4,16,18,19,39,-20,15,3,4,2,11,9,10,18,-8,20,1,6,2,5,9,9,21,-12,0
2017,18,Newcastle United,18,4,11,3,15,18,16,27,-11,16,3,5,1,10,9,9,12,-3,18,1,6,2,5,9,7,15,-8,0
2017,18,West Bromwich Albion,19,2,8,8,14,18,13,24,-11,19,1,3,5,8,9,9,14,-5,15,1,5,3,6,9,4,10,-6,0
2017,18,Swansea City,20,3,12,3,12,18,10,25,-15,20,2,6,1,7,9,5,14,-9,17,1,6,2,5,9,5,11,-6,0
2017,19,Manchester City,1,18,0,1,55,19,60,12,48,1,9,0,1,28,10,36,7,29,1,9,0,0,27,9,24,5,19,1
2017,19,Manchester United,2,13,3,3,42,19,41,14,27,3,8,1,0,24,9,22,3,19,3,5,2,3,18,10,19,11,8,0
2017,19,Chelsea,3,12,4,3,39,19,32,14,18,4,6,2,1,19,9,14,7,7,2,6,2,2,20,10,18,7,11,0
2017,19,Liverpool,4,9,2,8,35,19,41,23,18,7,4,0,5,17,9,14,3,11,4,5,2,3,18,10,27,20,7,0
2017,19,Tottenham Hotspur,5,10,5,4,34,19,34,18,16,6,5,1,3,18,9,16,6,10,5,5,4,1,16,10,18,12,6,0
2017,19,Arsenal,6,10,5,4,34,19,34,23,11,2,8,1,1,25,10,25,10,15,9,2,4,3,9,9,9,13,-4,0
2017,19,Burnley,7,9,5,5,32,19,16,15,1,8,5,3,2,17,10,7,6,1,6,4,2,3,15,9,9,9,0,0
2017,19,Leicester City,8,7,6,6,27,19,29,28,1,9,4,4,2,14,10,13,14,-1,7,3,2,4,13,9,16,14,2,0
2017,19,Everton,9,7,7,5,26,19,24,30,-6,5,6,3,1,19,10,17,13,4,14,1,4,4,7,9,7,17,-10,0
2017,19,Watford,10,6,9,4,22,19,27,34,-7,17,2,4,3,9,9,11,20,-9,8,4,5,1,13,10,16,14,2,0
2017,19,Huddersfield Town,11,6,9,4,22,19,17,31,-14,11,4,3,2,14,9,9,11,-2,12,2,6,2,8,10,8,20,-12,0
2017,19,Brighton and Hove Albion,12,5,8,6,21,19,15,23,-8,10,3,2,5,14,10,10,12,-2,13,2,6,1,7,9,5,11,-6,0
2017,19,Southampton,13,4,8,7,19,19,18,25,-7,13,3,4,4,13,11,13,15,-2,15,1,4,3,6,8,5,10,-5,0
2017,19,Stoke City,14,5,10,4,19,19,22,40,-18,12,4,4,2,14,10,13,19,-6,20,1,6,2,5,9,9,21,-12,0
2017,19,Newcastle United,15,5,11,3,18,19,19,29,-10,16,3,5,1,10,9,9,12,-3,10,2,6,2,8,10,10,17,-7,0
2017,19,Crystal Palace,16,4,9,6,18,19,16,29,-13,14,3,3,3,12,9,12,15,-3,17,1,6,3,6,10,4,14,-10,0
2017,19,West Ham United,17,4,10,5,17,19,19,35,-16,15,3,4,2,11,9,10,14,-4,18,1,6,3,6,10,9,21,-12,0
2017,19,Bournemouth,18,4,11,4,16,19,15,28,-13,18,2,5,2,8,9,9,13,-4,11,2,6,2,8,10,6,15,-9,0
2017,19,West Bromwich Albion,19,2,9,8,14,19,14,27,-13,19,1,3,5,8,9,9,14,-5,16,1,6,3,6,10,5,13,-8,0
2017,19,Swansea City,20,3,12,4,13,19,11,26,-15,20,2,6,2,8,10,6,15,-9,19,1,6,2,5,9,5,11,-6,0
2017,20,Manchester City,1,19,0,1,58,20,61,12,49,1,9,0,1,28,10,36,7,29,1,10,0,0,30,10,25,5,20,1
2017,20,Manchester United,2,13,3,4,43,20,43,16,27,2,8,1,1,25,10,24,5,19,3,5,2,3,18,10,19,11,8,0
2017,20,Chelsea,3,13,4,3,42,20,34,14,20,4,7,2,1,22,10,16,7,9,2,6,2,2,20,10,18,7,11,0
2017,20,Liverpool,4,10,2,8,38,20,46,23,23,6,5,0,5,20,10,19,3,16,4,5,2,3,18,10,27,20,7,0
2017,20,Tottenham Hotspur,5,11,5,4,37,20,39,20,19,5,6,1,3,21,10,21,8,13,5,5,4,1,16,10,18,12,6,0
2017,20,Arsenal,6,11,5,4,37,20,37,25,12,3,8,1,1,25,10,25,10,15,9,3,4,3,12,10,12,15,-3,0
2017,20,Burnley,7,9,5,6,33,20,18,17,1,8,5,3,2,17,10,7,6,1,6,4,2,4,16,10,11,11,0,0
2017,20,Leicester City,8,7,7,6,27,20,30,30,0,10,4,4,2,14,10,13,14,-1,8,3,3,4,13,10,17,16,1,0
2017,20,Everton,9,7,7,6,27,20,24,30,-6,7,6,3,1,19,10,17,13,4,12,1,4,5,8,10,7,17,-10,0
2017,20,Watford,10,7,9,4,25,20,29,35,-6,15,3,4,3,12,10,13,21,-8,7,4,5,1,13,10,16,14,2,0
2017,20,Huddersfield Town,11,6,9,5,23,20,18,32,-14,9,4,3,3,15,10,10,12,-2,13,2,6,2,8,10,8,20,-12,0
2017,20,Brighton and Hove Albion,12,5,9,6,21,20,15,25,-10,11,3,2,5,14,10,10,12,-2,14,2,7,1,7,10,5,13,-8,0
2017,20,Stoke City,13,5,10,5,20,20,23,41,-18,12,4,4,2,14,10,13,19,-6,19,1,6,3,6,10,10,22,-12,0
2017,20,Southampton,14,4,9,7,19,20,20,30,-10,13,3,4,4,13,11,13,15,-2,16,1,5,3,6,9,7,15,-8,0
2017,20,Newcastle United,15,5,12,3,18,20,19,30,-11,17,3,6,1,10,10,9,13,-4,10,2,6,2,8,10,10,17,-7,0
2017,20,Crystal Palace,16,4,10,6,18,20,18,32,-14,14,3,4,3,12,10,14,18,-4,18,1,6,3,6,10,4,14,-10,0
2017,20,West Ham United,17,4,10,6,18,20,22,38,-16,16,3,4,2,11,9,10,14,-4,15,1,6,4,7,11,12,24,-12,0
